bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1703590361.667;26/12/2023;08:32:41;IN;Agente;2607;Agente/611;17;16;33;
1703590381.670;26/12/2023;08:33:01;IN;Agente;0014;Agente/631;25;4;29;
1703590403.672;26/12/2023;08:33:23;IN;Agente;1906;Agente/613;17;3;20;
1703590434.674;26/12/2023;08:33:54;INTERNO;SIP;VILLE-9957;VILLE-0014;9;3;12;
1703590452.676;26/12/2023;08:34:13;IN;Agente;1203;Agente/604;13;2;15;
1703590473.678;26/12/2023;08:34:33;IN;Agente;2707;Agente/631;16;4;20;
1703590477.680;26/12/2023;08:34:38;IN;Agente;4406;Agente/613;13;3;16;
1703590513.682;26/12/2023;08:35:13;IN;Agente;2901;Agente/632;0;4;4;
1703590523.684;26/12/2023;08:35:23;IN;Agente;2901;Agente/631;20;4;24;
1703590523.685;26/12/2023;08:35:24;IN;Agente;0413;Agente/632;47;3;50;
1703590564.688;26/12/2023;08:36:05;IN;Agente;3516;Agente/613;20;2;22;
1703590603.690;26/12/2023;08:36:44;IN;Agente;0414;Agente/632;25;4;29;
1703590703.692;26/12/2023;08:38:24;IN;Agente;4512;Agente/631;45;53;98;
1703590710.694;26/12/2023;08:38:31;IN;Agente;1818;Agente/613;19;16;35;
1703590847.702;26/12/2023;08:40:47;IN;Agente;2203;Agente/632;23;3;26;
1703590854.704;26/12/2023;08:40:55;IN;Agente;0907;Agente/613;22;3;25;
1703590886.706;26/12/2023;08:41:28;IN;Agente;4208;Agente/631;17;4;21;
1703590891.708;26/12/2023;08:41:33;IN;Agente;2801;Agente/632;18;3;21;
1703590915.710;26/12/2023;08:41:55;IN;Agente;3505;Agente/613;16;21;37;
1703590928.712;26/12/2023;08:42:09;IN;Agente;3520;Agente/631;12;3;15;
1703590928.713;26/12/2023;08:42:09;IN;Agente;2006;Agente/632;21;3;24;
1703590995.718;26/12/2023;08:43:15;IN;Agente;0907;Agente/611;20;3;23;
1703591005.720;26/12/2023;08:43:26;IN;Agente;0216;Agente/631;9;3;12;
1703591007.722;26/12/2023;08:43:27;IN;Agente;1210;Agente/613;23;3;26;
1703591007.723;26/12/2023;08:43:27;IN;Agente;2203;Agente/632;16;3;19;
1703591028.726;26/12/2023;08:43:49;IN;Agente;1019;Agente/631;13;3;16;
1703591042.728;26/12/2023;08:44:02;IN;Agente;3821;Agente/611;47;4;51;
1703591050.730;26/12/2023;08:44:10;IN;Agente;2302;Agente/632;17;3;20;
1703591080.732;26/12/2023;08:44:40;IN;Agente;0423;Agente/613;72;4;76;
1703591083.734;26/12/2023;08:44:43;IN;Agente;2111;Agente/631;17;3;20;
1703591084.736;26/12/2023;08:44:45;IN;Agente;2705;Agente/632;57;3;60;
1703591107.738;26/12/2023;08:45:08;IN;Agente;1006;Agente/611;15;57;72;
1703591115.739;26/12/2023;08:45:15;IN;Agente;0207;Agente/611;13;5;18;
1703591138.741;26/12/2023;08:45:39;IN;Agente;1103;Agente/631;23;2;25;
1703591221.745;26/12/2023;08:47:02;IN;Agente;1410;Agente/611;19;4;23;
1703591224.747;26/12/2023;08:47:04;IN;Agente;1004;Agente/632;34;3;37;
1703591230.749;26/12/2023;08:47:11;IN;Agente;4122;Agente/613;21;2;23;
1703591241.751;26/12/2023;08:47:21;IN;Agente;0206;Agente/631;18;4;22;
1703591252.753;26/12/2023;08:47:32;IN;QUE;3406;VILLE-900;0;7;7;
1703591256.754;26/12/2023;08:47:36;IN;Agente;0205;Agente/611;13;11;24;
1703591346.756;26/12/2023;08:49:07;IN;Agente;4109;Agente/613;29;3;32;
1703591348.758;26/12/2023;08:49:08;IN;Agente;3516;Agente/632;18;3;21;
1703591356.760;26/12/2023;08:49:17;IN;Agente;3707;Agente/611;14;3;17;
1703591385.762;26/12/2023;08:49:45;IN;Agente;0207;Agente/631;24;3;27;
1703591386.764;26/12/2023;08:49:46;IN;Agente;2404;Agente/632;15;16;31;
1703591398.766;26/12/2023;08:49:59;IN;Agente;3706;Agente/611;19;3;22;
1703591416.769;26/12/2023;08:50:17;IN;Agente;3506;Agente/613;14;2;16;
1703591427.771;26/12/2023;08:50:27;IN;Agente;4003;Agente/631;10;4;14;
1703591429.773;26/12/2023;08:50:30;IN;Agente;3609;Agente/632;17;3;20;
1703591444.775;26/12/2023;08:50:45;IN;Agente;0017;Agente/611;16;3;19;
1703591471.777;26/12/2023;08:51:12;IN;Agente;2402;Agente/613;10;16;26;
1703591488.780;26/12/2023;08:51:28;IN;Agente;1220;Agente/631;16;4;20;
1703591523.782;26/12/2023;08:52:04;IN;Agente;0008;Agente/632;15;3;18;
1703591534.784;26/12/2023;08:52:14;IN;Agente;1502;Agente/611;16;5;21;
1703591597.786;26/12/2023;08:53:17;IN;Agente;1508;Agente/613;28;3;31;
1703591607.788;26/12/2023;08:53:27;IN;Agente;0418;Agente/631;15;4;19;
1703591608.790;26/12/2023;08:53:29;IN;Agente;2613;Agente/632;18;3;21;
1703591622.792;26/12/2023;08:53:42;IN;Agente;1103;Agente/611;33;3;36;
1703591662.794;26/12/2023;08:54:22;IN;Agente;3805;Agente/631;21;3;24;
1703591686.796;26/12/2023;08:54:46;IN;Agente;0216;Agente/613;25;3;28;
1703591741.798;26/12/2023;08:55:41;IN;Agente;0423;Agente/632;20;3;23;
1703591762.800;26/12/2023;08:56:02;IN;Agente;0418;Agente/611;16;3;19;
1703591766.802;26/12/2023;08:56:06;IN;Agente;4101;Agente/631;0;5;5;
1703591769.804;26/12/2023;08:56:10;IN;Agente;0014;Agente/613;26;2;28;
1703591770.806;26/12/2023;08:56:11;IN;Agente;3905;Agente/631;16;11;27;
1703591773.807;26/12/2023;08:56:13;IN;Agente;3413;Agente/632;18;4;22;
1703591776.809;26/12/2023;08:56:16;IN;Agente;1208;Agente/611;18;26;44;
1703591786.811;26/12/2023;08:56:27;IN;Agente;2104;Agente/632;17;28;45;
1703591803.813;26/12/2023;08:56:43;IN;Agente;1112;Agente/631;52;13;65;
1703591809.814;26/12/2023;08:56:50;IN;Agente;1817;Agente/613;22;11;33;
1703591811.815;26/12/2023;08:56:52;IN;Agente;4508;Agente/611;45;25;70;
1703591828.819;26/12/2023;08:57:09;IN;Agente;0215;Agente/632;22;14;36;
1703591843.822;26/12/2023;08:57:23;IN;Agente;4510;Agente/613;13;27;40;
1703591848.823;26/12/2023;08:57:29;IN;Agente;4101;Agente/632;25;27;52;
1703591848.824;26/12/2023;08:57:29;IN;Agente;2308;Agente/631;21;40;61;
1703591887.827;26/12/2023;08:58:07;IN;Agente;2005;Agente/611;20;11;31;
1703591896.830;26/12/2023;08:58:16;IN;Agente;2019;Agente/613;19;3;22;
1703591900.832;26/12/2023;08:58:21;IN;Agente;0009;Agente/632;20;12;32;
1703591915.834;26/12/2023;08:58:36;IN;Agente;2015;Agente/631;27;11;38;
1703591924.836;26/12/2023;08:58:44;IN;Agente;1216;Agente/613;14;11;25;
1703591941.838;26/12/2023;08:59:02;IN;Agente;1002;Agente/611;25;3;28;
1703591945.840;26/12/2023;08:59:05;IN;Agente;0418;Agente/632;41;2;43;
1703591962.842;26/12/2023;08:59:22;IN;Agente;3917;Agente/613;27;3;30;
1703591978.844;26/12/2023;08:59:38;IN;Agente;2809;Agente/611;14;11;25;
1703591995.846;26/12/2023;08:59:55;IN;Agente;3611;Agente/632;18;12;30;
1703592003.847;26/12/2023;09:00:04;IN;Agente;0203;Agente/631;25;12;37;
1703592023.850;26/12/2023;09:00:23;IN;Agente;4115;Agente/613;42;3;45;
1703592041.852;26/12/2023;09:00:41;IN;Agente;3419;Agente/611;30;5;35;
1703592060.854;26/12/2023;09:01:01;IN;Agente;1804;Agente/632;23;3;26;
1703592067.856;26/12/2023;09:01:07;IN;Agente;3912;Agente/631;28;3;31;
1703592117.858;26/12/2023;09:01:57;IN;Agente;1211;Agente/613;15;15;30;
1703592134.861;26/12/2023;09:02:15;IN;Agente;4211;Agente/611;15;2;17;
1703592140.863;26/12/2023;09:02:20;IN;Agente;0920;Agente/632;23;5;28;
1703592150.865;26/12/2023;09:02:31;IN;Agente;2201;Agente/631;14;3;17;
1703592162.867;26/12/2023;09:02:43;IN;Agente;2708;Agente/613;24;2;26;
1703592175.869;26/12/2023;09:02:55;IN;Agente;2607;Agente/611;34;5;39;
1703592180.871;26/12/2023;09:03:01;IN;Agente;4403;Agente/632;23;3;26;
1703592182.873;26/12/2023;09:03:03;IN;Agente;2019;Agente/631;12;4;16;
1703592195.875;26/12/2023;09:03:16;IN;Agente;0909;Agente/613;33;12;45;
1703592216.877;26/12/2023;09:03:37;IN;Agente;4111;Agente/631;20;3;23;
1703592232.879;26/12/2023;09:03:53;IN;Agente;3403;Agente/632;28;3;31;
1703592235.881;26/12/2023;09:03:56;IN;Agente;1206;Agente/611;21;3;24;
1703592236.882;26/12/2023;09:03:56;IN;Agente;2616;Agente/631;26;12;38;
1703592237.884;26/12/2023;09:03:57;IN;Agente;1903;Agente/613;24;12;36;
1703592243.885;26/12/2023;09:04:03;IN;Agente;0211;Agente/611;23;31;54;
1703592258.888;26/12/2023;09:04:19;IN;Agente;4117;Agente/632;27;25;52;
1703592260.889;26/12/2023;09:04:21;IN;Agente;1004;Agente/613;27;25;52;
1703592288.893;26/12/2023;09:04:49;IN;Agente;3914;Agente/631;17;3;20;
1703592294.895;26/12/2023;09:04:54;IN;Agente;1514;Agente/611;25;26;51;
1703592294.896;26/12/2023;09:04:54;IN;Agente;2115;Agente/607;18;16;34;
1703592295.897;26/12/2023;09:04:56;IN;Agente;4406;Agente/632;25;27;52;
1703592297.898;26/12/2023;09:04:58;IN;Agente;3609;Agente/613;36;27;63;
1703592310.900;26/12/2023;09:05:10;IN;Agente;4206;Agente/631;15;17;32;
1703592314.901;26/12/2023;09:05:14;IN;Agente;3419;Agente/607;18;25;43;
1703592321.904;26/12/2023;09:05:22;IN;Agente;1414;Agente/631;15;30;45;
1703592324.906;26/12/2023;09:05:25;IN;Agente;2704;Agente/611;23;40;63;
1703592339.909;26/12/2023;09:05:40;IN;Agente;4103;Agente/632;14;26;40;
1703592340.910;26/12/2023;09:05:40;IN;Agente;1419;Agente/607;27;27;54;
1703592340.911;26/12/2023;09:05:40;IN;Agente;0908;Agente/604;13;41;54;
1703592344.912;26/12/2023;09:05:45;IN;Agente;2118;Agente/613;22;32;54;
1703592357.914;26/12/2023;09:05:57;IN;Agente;1216;Agente/631;14;26;40;
1703592361.915;26/12/2023;09:06:02;IN;Agente;4411;Agente/632;27;26;53;
1703592395.923;26/12/2023;09:06:37;IN;Agente;1816;Agente/611;17;12;29;
1703592427.925;26/12/2023;09:07:08;IN;Agente;4404;Agente/631;27;3;30;
1703592428.926;26/12/2023;09:07:09;IN;Agente;4201;Agente/613;17;3;20;
1703592428.928;26/12/2023;09:07:09;IN;Agente;2105;Agente/632;20;3;23;
1703592439.931;26/12/2023;09:07:20;IN;Agente;2006;Agente/611;14;13;27;
1703592467.933;26/12/2023;09:07:47;IN;Agente;4103;Agente/632;15;3;18;
1703592480.935;26/12/2023;09:08:01;IN;Agente;4203;Agente/631;19;3;22;
1703592492.938;26/12/2023;09:08:12;IN;Agente;2303;Agente/611;3;4;7;
1703592500.940;26/12/2023;09:08:21;IN;Agente;2303;Agente/613;21;4;25;
1703592507.942;26/12/2023;09:08:27;IN;Agente;1804;Agente/632;15;4;19;
1703592511.944;26/12/2023;09:08:31;IN;Agente;3515;Agente/611;26;12;38;
1703592515.945;26/12/2023;09:08:35;IN;Agente;3607;Agente/631;23;12;35;
1703592543.949;26/12/2023;09:09:03;IN;Agente;4416;Agente/613;20;3;23;
1703592548.951;26/12/2023;09:09:09;IN;Agente;4211;Agente/632;40;3;43;
1703592577.953;26/12/2023;09:09:38;IN;Agente;0915;Agente/613;22;15;37;
1703592586.955;26/12/2023;09:09:47;IN;Agente;4407;Agente/611;20;3;23;
1703592588.957;26/12/2023;09:09:48;IN;Agente;2606;Agente/631;20;4;24;
1703592651.960;26/12/2023;09:10:52;IN;Agente;3918;Agente/632;25;2;27;
1703592670.962;26/12/2023;09:11:10;IN;Agente;2613;Agente/611;12;5;17;
1703592726.964;26/12/2023;09:12:06;IN;Agente;3702;Agente/613;11;3;14;
1703592732.966;26/12/2023;09:12:12;IN;Agente;4115;Agente/631;11;4;15;
1703592748.968;26/12/2023;09:12:29;IN;Agente;4103;Agente/632;12;3;15;
1703592750.970;26/12/2023;09:12:30;IN;Agente;4003;Agente/613;90;16;106;
1703592750.971;26/12/2023;09:12:30;IN;Agente;2604;Agente/611;31;3;34;
1703592763.974;26/12/2023;09:12:43;IN;Agente;3518;Agente/631;15;4;19;
1703592783.977;26/12/2023;09:13:03;IN;Agente;3802;Agente/632;20;3;23;
1703592813.979;26/12/2023;09:13:33;IN;Agente;3605;Agente/631;10;3;13;
1703592815.981;26/12/2023;09:13:36;IN;Agente;3808;Agente/611;15;2;17;
1703592817.983;26/12/2023;09:13:37;IN;Agente;1818;Agente/632;12;4;16;
1703592826.985;26/12/2023;09:13:46;IN;Agente;1202;Agente/631;38;11;49;
1703592827.986;26/12/2023;09:13:47;IN;Agente;4106;Agente/632;33;15;48;
1703592831.987;26/12/2023;09:13:52;IN;Agente;3417;Agente/611;19;13;32;
1703592833.988;26/12/2023;09:13:53;IN;Agente;1816;Agente/613;15;42;57;
1703592859.992;26/12/2023;09:14:20;IN;Agente;2404;Agente/611;19;16;35;
1703592880.995;26/12/2023;09:14:40;IN;Agente;0416;Agente/632;35;11;46;
1703592904.997;26/12/2023;09:15:04;IN;Agente;0205;Agente/631;10;3;13;
1703592916.999;26/12/2023;09:15:16;IN;Agente;2019;Agente/613;29;4;33;
1703592948.1001;26/12/2023;09:15:48;IN;Agente;1202;Agente/611;21;16;37;
1703592950.1003;26/12/2023;09:15:50;IN;Agente;2201;Agente/631;60;4;64;
1703592973.1006;26/12/2023;09:16:13;IN;Agente;3401;Agente/632;32;3;35;
1703592975.1008;26/12/2023;09:16:15;IN;Agente;1107;Agente/613;38;3;41;
1703592976.1010;26/12/2023;09:16:16;IN;Agente;3821;Agente/607;23;14;37;
1703592976.1011;26/12/2023;09:16:17;IN;Agente;4009;Agente/611;14;27;41;
1703592977.1012;26/12/2023;09:16:18;IN;Agente;1010;Agente/632;28;40;68;
1703592984.1013;26/12/2023;09:16:25;IN;Agente;0001;Agente/607;75;42;117;
1703593016.1017;26/12/2023;09:16:56;IN;Agente;0214;Agente/613;17;12;29;
1703593022.1018;26/12/2023;09:17:02;IN;Agente;3601;Agente/611;23;12;35;
1703593050.1022;26/12/2023;09:17:30;IN;Agente;1212;Agente/631;12;5;17;
1703593050.1023;26/12/2023;09:17:30;IN;Agente;2201;Agente/613;50;30;80;
1703593078.1027;26/12/2023;09:17:58;IN;Agente;2613;Agente/632;50;4;54;
1703593082.1030;26/12/2023;09:18:03;IN;Agente;1010;Agente/611;25;3;28;
1703593087.1032;26/12/2023;09:18:08;IN;Agente;4211;Agente/631;11;2;13;
1703593097.1034;26/12/2023;09:18:18;IN;Agente;1206;Agente/631;12;12;24;
1703593126.1036;26/12/2023;09:18:46;IN;Agente;2410;Agente/611;16;3;19;
1703593190.1038;26/12/2023;09:19:51;IN;Agente;0424;Agente/631;13;5;18;
1703593207.1040;26/12/2023;09:20:07;IN;Agente;4119;Agente/613;13;4;17;
1703593247.1042;26/12/2023;09:20:47;IN;Agente;1802;Agente/632;26;3;29;
1703593257.1044;26/12/2023;09:20:58;IN;Agente;1212;Agente/611;29;3;32;
1703593265.1046;26/12/2023;09:21:05;IN;Agente;3805;Agente/631;47;5;52;
1703593306.1048;26/12/2023;09:21:46;IN;Agente;1508;Agente/613;20;3;23;
1703593333.1050;26/12/2023;09:22:14;IN;Agente;2307;Agente/632;18;3;21;
1703593386.1052;26/12/2023;09:23:06;IN;Agente;4122;Agente/611;12;4;16;
1703593390.1054;26/12/2023;09:23:10;IN;Agente;1509;Agente/631;19;3;22;
1703593399.1056;26/12/2023;09:23:19;IN;Agente;1901;Agente/613;21;4;25;
1703593408.1058;26/12/2023;09:23:28;IN;Agente;0424;Agente/632;24;3;27;
1703593498.1060;26/12/2023;09:24:59;IN;Agente;2607;Agente/611;21;3;24;
1703593534.1062;26/12/2023;09:25:34;IN;Agente;3516;Agente/631;12;4;16;
1703593564.1064;26/12/2023;09:26:04;IN;Agente;4411;Agente/611;16;21;37;
1703593567.1066;26/12/2023;09:26:07;IN;Agente;4221;Agente/613;28;4;32;
1703593585.1070;26/12/2023;09:26:27;IN;Agente;2215;Agente/632;33;3;36;
1703593624.1072;26/12/2023;09:27:04;IN;Agente;4211;Agente/611;16;4;20;
1703593633.1074;26/12/2023;09:27:13;IN;Agente;1221;Agente/631;9;3;12;
1703593638.1076;26/12/2023;09:27:19;IN;Agente;4404;Agente/613;41;3;44;
1703593663.1078;26/12/2023;09:27:43;IN;Agente;2107;Agente/632;25;3;28;
1703593682.1080;26/12/2023;09:28:02;IN;Agente;2105;Agente/611;13;4;17;
1703593685.1082;26/12/2023;09:28:05;IN;Agente;1206;Agente/631;33;4;37;
1703593700.1084;26/12/2023;09:28:20;IN;Agente;1211;Agente/613;26;3;29;
1703593719.1086;26/12/2023;09:28:40;IN;Agente;3918;Agente/632;18;2;20;
1703593727.1088;26/12/2023;09:28:48;IN;Agente;3516;Agente/611;34;4;38;
1703593731.1090;26/12/2023;09:28:51;IN;Agente;1805;Agente/631;11;3;14;
1703593755.1092;26/12/2023;09:29:15;IN;Agente;3918;Agente/613;16;3;19;
1703593763.1094;26/12/2023;09:29:23;IN;Agente;3518;Agente/632;32;4;36;
1703593763.1095;26/12/2023;09:29:23;IN;Agente;4407;Agente/611;15;14;29;
1703593812.1098;26/12/2023;09:30:12;IN;Agente;1818;Agente/613;26;6;32;
1703593858.1100;26/12/2023;09:30:58;IN;Agente;0212;Agente/611;21;4;25;
1703593869.1102;26/12/2023;09:31:09;IN;Agente;1004;Agente/632;13;4;17;
1703593895.1104;26/12/2023;09:31:36;IN;Agente;1903;Agente/613;15;4;19;
1703593907.1106;26/12/2023;09:31:48;IN;Agente;2407;Agente/611;14;3;17;
1703593909.1108;26/12/2023;09:31:50;IN;Agente;2707;Agente/632;20;3;23;
1703593912.1110;26/12/2023;09:31:52;IN;Agente;4201;Agente/613;21;14;35;
1703593929.1112;26/12/2023;09:32:10;IN;Agente;3807;Agente/611;22;11;33;
1703593941.1114;26/12/2023;09:32:21;IN;Agente;3806;Agente/632;23;4;27;
1703593965.1116;26/12/2023;09:32:46;IN;Agente;0418;Agente/613;10;2;12;
1703594054.1118;26/12/2023;09:34:14;IN;Agente;3806;Agente/611;15;4;19;
1703594114.1120;26/12/2023;09:35:14;IN;Agente;4412;Agente/632;15;3;18;
1703594127.1122;26/12/2023;09:35:27;IN;Agente;4115;Agente/613;16;4;20;
1703594129.1124;26/12/2023;09:35:29;IN;Agente;2205;Agente/611;52;4;56;
1703594160.1126;26/12/2023;09:36:01;IN;Agente;4514;Agente/632;48;3;51;
1703594165.1128;26/12/2023;09:36:06;IN;Agente;2105;Agente/613;80;3;83;
1703594176.1130;26/12/2023;09:36:17;IN;Agente;4022;Agente/611;24;26;50;
1703594177.1131;26/12/2023;09:36:18;IN;Agente;4508;Agente/632;17;46;63;
1703594190.1132;26/12/2023;09:36:33;IN;Agente;1419;Agente/607;9;32;41;
1703594198.1133;26/12/2023;09:36:38;IN;Agente;3905;Agente/607;9;46;55;
1703594214.1135;26/12/2023;09:36:55;IN;Agente;3910;Agente/611;76;33;109;
1703594231.1138;26/12/2023;09:37:12;IN;Agente;1510;Agente/632;13;26;39;
1703594231.1139;26/12/2023;09:37:12;IN;Agente;4022;Agente/631;31;25;56;
1703594277.1144;26/12/2023;09:37:57;IN;Agente;4003;Agente/613;14;3;17;
1703594349.1146;26/12/2023;09:39:10;INTERNO;SIP;VILLE-9961;VILLE-2602;19;3;22;
1703594365.1148;26/12/2023;09:39:25;IN;Agente;1216;Agente/607;13;3;16;
1703594377.1150;26/12/2023;09:39:37;IN;Agente;2114;Agente/632;23;4;27;
1703594389.1152;26/12/2023;09:39:49;IN;Agente;3910;Agente/631;14;3;17;
1703594397.1154;26/12/2023;09:39:57;IN;Agente;0409;Agente/613;32;3;35;
1703594407.1156;26/12/2023;09:40:07;IN;Agente;1410;Agente/611;24;3;27;
1703594420.1158;26/12/2023;09:40:21;IN;Agente;1220;Agente/632;21;3;24;
1703594422.1160;26/12/2023;09:40:22;IN;Agente;2111;Agente/631;18;3;21;
1703594424.1162;26/12/2023;09:40:24;IN;Agente;4119;Agente/611;28;27;55;
1703594432.1163;26/12/2023;09:40:32;IN;Agente;1112;Agente/613;25;18;43;
1703594441.1164;26/12/2023;09:40:41;IN;Agente;0908;Agente/632;19;14;33;
1703594447.1166;26/12/2023;09:40:47;IN;Agente;4103;Agente/631;17;12;29;
1703594457.1170;26/12/2023;09:40:58;IN;Agente;4214;Agente/613;25;42;67;
1703594467.1171;26/12/2023;09:41:08;IN;Agente;4115;Agente/632;19;19;38;
1703594483.1173;26/12/2023;09:41:24;IN;Agente;0423;Agente/631;27;4;31;
1703594528.1177;26/12/2023;09:42:08;IN;Agente;0908;Agente/611;25;4;29;
1703594582.1179;26/12/2023;09:43:03;IN;Agente;2105;Agente/632;14;3;17;
1703594590.1181;26/12/2023;09:43:11;IN;Agente;3516;Agente/631;15;5;20;
1703594600.1183;26/12/2023;09:43:20;IN;Agente;0212;Agente/613;36;2;38;
1703594608.1185;26/12/2023;09:43:28;IN;Agente;3902;Agente/611;89;4;93;
1703594613.1187;26/12/2023;09:43:34;IN;Agente;2201;Agente/632;13;3;16;
1703594634.1189;26/12/2023;09:43:55;IN;Agente;1220;Agente/631;12;2;14;
1703594639.1191;26/12/2023;09:43:59;IN;Agente;4506;Agente/632;17;3;20;
1703594647.1193;26/12/2023;09:44:08;IN;Agente;4208;Agente/613;33;24;57;
1703594689.1196;26/12/2023;09:44:50;IN;Agente;0423;Agente/631;31;3;34;
1703594698.1198;26/12/2023;09:44:58;IN;Agente;2602;Agente/632;18;3;21;
1703594720.1200;26/12/2023;09:45:21;IN;Agente;0919;Agente/632;33;15;48;
1703594726.1202;26/12/2023;09:45:27;IN;Agente;1502;Agente/611;18;2;20;
1703594731.1204;26/12/2023;09:45:31;IN;Agente;4003;Agente/613;33;16;49;
1703594759.1208;26/12/2023;09:45:59;IN;Agente;4111;Agente/631;56;3;59;
1703594761.1210;26/12/2023;09:46:01;IN;Agente;0419;Agente/611;26;4;30;
1703594780.1212;26/12/2023;09:46:23;IN;Agente;4507;Agente/632;20;3;23;
1703594793.1214;26/12/2023;09:46:33;IN;Agente;3401;Agente/613;28;3;31;
1703594809.1216;26/12/2023;09:46:49;IN;Agente;2712;Agente/611;85;4;89;
1703594820.1218;26/12/2023;09:47:01;IN;Agente;4412;Agente/632;14;2;16;
1703594821.1220;26/12/2023;09:47:02;IN;Agente;1221;Agente/631;27;12;39;
1703594829.1221;26/12/2023;09:47:09;IN;Agente;0423;Agente/613;18;11;29;
1703594829.1222;26/12/2023;09:47:10;IN;Agente;4214;Agente/632;22;26;48;
1703594841.1225;26/12/2023;09:47:21;IN;Agente;0001;Agente/631;10;41;51;
1703594843.1226;26/12/2023;09:47:23;IN;Agente;0205;Agente/613;16;26;42;
1703594894.1231;26/12/2023;09:48:15;IN;Agente;0908;Agente/632;15;3;18;
1703594895.1233;26/12/2023;09:48:16;IN;Agente;1220;Agente/613;34;2;36;
1703594900.1235;26/12/2023;09:48:21;IN;Agente;4211;Agente/631;11;11;22;
1703594926.1237;26/12/2023;09:48:47;IN;Agente;2704;Agente/611;37;5;42;
1703594941.1239;26/12/2023;09:49:02;IN;Agente;1502;Agente/632;15;4;19;
1703594956.1241;26/12/2023;09:49:17;IN;Agente;2019;Agente/631;10;4;14;
1703594958.1243;26/12/2023;09:49:19;IN;Agente;3819;Agente/613;20;15;35;
1703594964.1245;26/12/2023;09:49:24;IN;Agente;3811;Agente/632;30;12;42;
1703595000.1248;26/12/2023;09:50:00;IN;Agente;0218;Agente/611;37;4;41;
1703595002.1250;26/12/2023;09:50:02;IN;Agente;0216;Agente/631;8;3;11;
1703595045.1252;26/12/2023;09:50:45;IN;Agente;3419;Agente/613;15;3;18;
1703595047.1254;26/12/2023;09:50:47;IN;Agente;1103;Agente/632;32;3;35;
1703595086.1256;26/12/2023;09:51:28;IN;Agente;3403;Agente/631;57;4;61;
1703595091.1258;26/12/2023;09:51:34;IN;;0422;;0;0;0;
1703595095.1259;26/12/2023;09:51:36;IN;Agente;4014;Agente/611;19;4;23;
1703595096.1260;26/12/2023;09:51:36;IN;Agente;1014;Agente/613;24;5;29;
1703595122.1263;26/12/2023;09:52:02;IN;Agente;3821;Agente/632;15;4;19;
1703595127.1265;26/12/2023;09:52:08;IN;Agente;0205;Agente/611;28;10;38;
1703595149.1267;26/12/2023;09:52:29;IN;Agente;3516;Agente/613;22;3;25;
1703595150.1269;26/12/2023;09:52:30;IN;Agente;2705;Agente/632;16;3;19;
1703595155.1271;26/12/2023;09:52:35;IN;Agente;1204;Agente/631;18;3;21;
1703595177.1273;26/12/2023;09:52:58;IN;Agente;4214;Agente/611;17;3;20;
1703595189.1275;26/12/2023;09:53:09;IN;Agente;2015;Agente/632;26;5;31;
1703595201.1277;26/12/2023;09:53:22;IN;Agente;0216;Agente/613;28;2;30;
1703595221.1279;26/12/2023;09:53:41;IN;Agente;4109;Agente/611;15;4;19;
1703595221.1280;26/12/2023;09:53:41;IN;Agente;4502;Agente/631;13;3;16;
1703595234.1283;26/12/2023;09:53:54;IN;Agente;4003;Agente/632;36;5;41;
1703595250.1285;26/12/2023;09:54:11;IN;Agente;0919;Agente/613;20;3;23;
1703595254.1287;26/12/2023;09:54:15;IN;Agente;4505;Agente/611;17;2;19;
1703595310.1289;26/12/2023;09:55:11;IN;Agente;3506;Agente/631;11;3;14;
1703595316.1291;26/12/2023;09:55:17;IN;QUE;1906;VILLE-900;0;0;0;
1703595329.1293;26/12/2023;09:55:29;IN;Agente;1906;Agente/611;16;4;20;
1703595339.1295;26/12/2023;09:55:40;IN;Agente;4506;Agente/631;22;16;38;
1703595343.1297;26/12/2023;09:55:44;IN;Agente;4117;Agente/632;15;4;19;
1703595349.1299;26/12/2023;09:55:50;IN;Agente;2702;Agente/613;32;2;34;
1703595355.1302;26/12/2023;09:55:55;IN;Agente;2616;Agente/611;32;12;44;
1703595377.1304;26/12/2023;09:56:17;IN;Agente;0423;Agente/632;21;3;24;
1703595381.1306;26/12/2023;09:56:23;IN;Agente;4512;Agente/631;29;14;43;
1703595435.1308;26/12/2023;09:57:16;IN;Agente;2006;Agente/613;36;3;39;
1703595454.1310;26/12/2023;09:57:34;IN;Agente;3401;Agente/632;15;4;19;
1703595454.1311;26/12/2023;09:57:35;IN;Agente;1202;Agente/611;19;3;22;
1703595463.1314;26/12/2023;09:57:44;IN;Agente;3808;Agente/631;10;2;12;
1703595474.1316;26/12/2023;09:57:54;IN;Agente;1809;Agente/631;10;13;23;
